,index,3P%,3PA,3PM,AST,BLK,DRB,FG%,FGA,FGM,FT%,FTA,FTM,GP,MIN,ORB,PF,PTS,Player,REB,STL,TOV,Team
16,16,0.317,2.2,0.7,2.1,0.5,2.7,0.447,15.5,6.9,0.754,6.4,4.8,201,35.9,1.4,2.2,19.4,Andrew Wiggins *,4.1,1.0,2.2,MIN
17,17,0.335,1.0,0.3,2.0,1.0,6.3,0.494,14.1,7.0,0.799,6.3,5.0,893,35.8,2.2,2.4,19.2,Chris Bosh *,8.5,0.8,2.0,-
18,18,0.28,0.3,0.1,1.9,1.0,5.7,0.488,16.0,7.8,0.803,4.3,3.5,756,34.8,2.6,2.5,19.2,LaMarcus Aldridge *,8.4,0.8,1.6,-
19,19,0.28,1.4,0.4,2.7,0.3,3.3,0.445,15.0,6.7,0.827,6.1,5.0,559,34.0,0.8,2.3,18.8,DeMar DeRozan *,4.0,1.0,1.9,TOR
20,20,0.367,3.2,1.2,9.9,0.1,3.7,0.473,13.9,6.6,0.864,5.1,4.4,806,35.7,0.7,2.5,18.7,Chris Paul *,4.4,2.3,2.4,-
21,21,0.416,6.6,2.8,2.3,0.5,2.9,0.452,15.4,7.0,0.854,2.4,2.0,424,32.6,0.4,2.3,18.7,Klay Thompson *,3.3,0.9,1.8,GSW
22,22,0.372,4.1,1.5,3.4,0.6,3.4,0.438,15.3,6.7,0.799,4.5,3.6,1307,32.2,1.2,2.7,18.5,Vince Carter *,4.6,1.1,1.9,-
23,23,0.366,4.1,1.5,2.4,0.5,8.4,0.444,13.8,6.1,0.819,5.8,4.7,549,32.7,3.1,2.1,18.5,Kevin Love *,11.5,0.7,2.0,-
24,24,0.319,2.6,0.8,9.1,0.6,3.9,0.433,15.5,6.7,0.792,5.3,4.2,457,36.0,0.6,2.3,18.4,John Wall *,4.5,1.7,3.8,WAS
25,25,0.324,0.4,0.1,1.5,1.7,4.5,0.508,14.1,7.2,0.795,5.0,4.0,521,32.4,2.7,2.8,18.4,Brook Lopez *,7.2,0.6,2.0,-
26,26,0.343,3.0,1.0,2.3,0.8,4.4,0.452,15.4,7.0,0.795,4.3,3.4,750,35.6,1.5,2.5,18.4,Rudy Gay *,5.9,1.3,2.4,-
27,27,0.313,2.9,0.9,4.7,0.3,2.9,0.451,15.7,7.1,0.776,4.3,3.3,789,35.3,0.6,2.4,18.4,Monta Ellis *,3.5,1.7,2.8,-
28,28,0.322,0.3,0.1,3.3,1.7,6.8,0.51,13.5,6.9,0.754,5.5,4.1,1091,35.0,2.6,2.2,18.0,Pau Gasol *,9.5,0.5,2.3,-
29,29,0.345,4.7,1.6,5.4,0.4,3.3,0.41,15.3,6.3,0.823,4.5,3.7,402,33.7,0.6,1.5,17.9,Kemba Walker *,3.9,1.4,2.1,CHA
30,30,0.093,0.1,0.0,1.5,2.0,9.1,0.583,10.9,6.3,0.567,8.8,5.0,914,35.1,3.6,3.3,17.6,Dwight Howard *,12.7,1.0,3.0,-
31,31,0.366,5.2,1.9,3.1,0.4,5.4,0.427,13.9,5.9,0.845,4.2,3.6,404,32.4,0.9,2.6,17.4,Paul George *,6.2,1.7,2.5,IND
32,32,0.258,0.5,0.1,1.8,0.3,6.3,0.472,14.2,6.7,0.765,4.3,3.3,1017,31.5,3.0,2.4,16.9,Zach Randolph *,9.3,0.8,2.1,-
33,33,0.387,5.2,2.0,3.3,0.3,2.1,0.435,13.1,5.7,0.816,4.1,3.3,456,33.6,0.5,2.0,16.7,Eric Gordon *,2.5,1.0,2.2,-
34,34,0.396,4.8,1.9,3.0,0.3,2.8,0.43,14.4,6.2,0.786,3.0,2.4,280,33.0,0.8,2.1,16.7,Bradley Beal *,3.6,1.0,1.8,WAS
35,35,0.356,4.0,1.4,8.2,0.2,2.7,0.444,13.2,5.9,0.823,4.3,3.5,811,34.7,0.4,2.5,16.7,Deron Williams *,3.1,1.1,2.9,-
36,36,0.372,4.3,1.6,4.1,0.2,3.1,0.442,14.4,6.4,0.801,2.9,2.3,1183,35.6,0.9,1.8,16.6,Joe Johnson *,4.0,0.9,2.0,-
37,37,0.289,2.2,0.6,5.3,0.4,3.9,0.445,14.0,6.2,0.759,4.4,3.4,444,32.9,0.9,2.4,16.4,Tyreke Evans *,4.8,1.3,2.7,-
38,38,0.328,1.3,0.4,5.9,0.1,2.5,0.494,13.3,6.5,0.754,3.8,2.9,1109,31.9,0.4,1.7,16.4,Tony Parker *,2.9,0.9,2.4,SAS
39,39,0.127,0.1,0.0,1.5,1.3,6.4,0.498,14.0,7.0,0.708,3.3,2.3,851,29.9,2.3,2.6,16.3,Al Jefferson *,8.7,0.7,1.4,-
40,40,0.367,4.0,1.5,1.3,1.9,5.6,0.433,13.5,5.8,0.819,3.6,3.0,107,30.3,1.8,3.1,16.1,Kristaps Porzingis *,7.4,0.7,1.7,NYK
41,41,0.34,4.2,1.4,2.8,0.3,2.2,0.417,13.3,5.6,0.83,3.6,3.0,113,29.7,0.4,3.0,15.6,Devin Booker *,2.6,0.7,2.3,PHX
42,42,0.369,1.3,0.5,2.0,0.3,3.7,0.494,12.8,6.3,0.746,3.3,2.4,138,31.9,1.7,2.0,15.5,Jabari Parker *,5.4,1.0,1.6,MIL
43,43,0.348,5.0,1.7,3.5,0.2,2.0,0.41,13.0,5.3,0.862,3.5,3.0,1140,30.7,0.4,1.6,15.4,Jamal Crawford *,2.4,0.9,1.9,-
44,44,0.394,3.1,1.2,2.1,0.7,4.9,0.495,11.4,5.6,0.846,3.3,2.8,360,30.2,1.3,1.8,15.2,Kawhi Leonard *,6.2,1.8,1.3,SAS
45,45,0.335,2.2,0.7,2.3,0.5,4.5,0.456,12.8,5.8,0.769,3.6,2.8,864,34.9,1.7,1.7,15.2,Luol Deng *,6.2,1.0,1.7,-
